Id,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SalePrice
124,RL,Pave,No alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,1993,1993,Gable,CompShg,Plywood,Plywood,No veneer,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,No Fireplace,Attchd,1993.0,RFn,TA,TA,Y,No Pool,No Fence,No feature,3,2008,WD,Normal,1.4891689761360798,-0.07572747873669895,-0.26176441407427326,-0.06784706561198434,-0.5205606663543899,-0.572899227649295,-0.31243869602004426,-0.2895216797439581,0.7503301619123649,0.3258394815960525,0.09726859693660266,-0.794454446433175,-0.12057789121957523,-0.5994192657199539,-0.8169077000660736,-0.24176772110202963,0.7952540746221409,-0.75832835624968,-1.0636774969199259,-0.21029711830014602,-0.932563244697341,-0.9521920043909432,0.3138793157852574,0.2683586630743193,-0.7526720969284765,0.25094603391713405,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,-0.3369484917455057
125,RL,Pave,No alley,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,1979,1998,Gable,CompShg,HdBoard,HdBoard,No veneer,TA,Gd,CBlock,Gd,Fa,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,1979.0,Unf,TA,TA,Y,No Pool,No Fence,No feature,1,2009,WD,Normal,-0.8720857330470169,-0.27771382367594555,0.6539777885552408,-0.06784706561198434,-0.5205606663543899,-0.572899227649295,-0.9712446714683576,-0.2895216797439581,1.7973459374403198,0.6980581671383178,1.1024567915331864,-0.794454446433175,-0.12057789121957523,0.13660270633141047,-0.8169077000660736,-0.24176772110202963,0.7952540746221409,-0.75832835624968,0.16318740612523486,-0.21029711830014602,0.2970135549899303,0.6019481512572666,0.3138793157852574,-0.17521057179881047,0.7779785554953562,-0.7027302693366689,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,0.0047394769194162465
126,RM,Pave,No alley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,No veneer,TA,Fa,CBlock,TA,TA,Av,GLQ,Unf,GasA,Gd,N,SBrkr,TA,Typ,No Fireplace,No Garage,No Garage,No Garage,No Garage,No Garage,N,No Pool,No Fence,No feature,6,2006,WD,Normal,3.1420472725642474,0.06854848193419145,-0.3730424524661451,-0.06784706561198434,2.1738514390447294,-0.572899227649295,0.10480508843055415,-0.2895216797439581,-1.2148031187221766,-1.2246911164603778,-1.6663561682599874,-0.794454446433175,4.6773001958948335,-1.44574944030098,1.1104631500085165,-0.24176772110202963,-1.0219327951049877,-0.75832835624968,-1.0636774969199259,-0.21029711830014602,-0.932563244697341,-0.9521920043909432,-2.3573165035954378,-2.206290752533668,-0.330148739748981,-0.7027302693366689,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,-1.2119722934187744
127,RL,Pave,No alley,IR1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,1976,1976,Gable,CompShg,Plywood,Plywood,No veneer,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,1977.0,RFn,TA,TA,Y,No Pool,No Fence,No feature,2,2007,WD,Normal,1.4891689761360798,-1.6627630461164935,-0.558372422881385,-0.06784706561198434,-0.5205606663543899,-0.572899227649295,-0.7077222812890323,-0.2895216797439581,0.8837511786643073,0.04952990521191696,-0.528701312359978,-0.794454446433175,-0.12057789121957523,-1.0577688658863074,-0.8169077000660736,-0.24176772110202963,0.7952540746221409,-0.75832835624968,-1.0636774969199259,-0.21029711830014602,-0.932563244697341,0.6019481512572666,0.3138793157852574,-0.15186482259496153,-0.7526720969284765,2.4005021460130074,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,-0.6635063658569993
128,RM,Pave,No alley,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Unf,1930,1950,Gable,CompShg,WdShing,Wd Sdng,No veneer,TA,Gd,BrkTil,TA,TA,No,LwQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,No Garage,No Garage,No Garage,No Garage,No Garage,N,No Pool,No Fence,No feature,6,2007,WD,Normal,-0.2817720557512427,-0.07572747873669895,-0.6124103192227616,-0.7917153906339611,1.2757140705783565,-0.572899227649295,-0.7165063609616764,-0.2895216797439581,-0.0253208337811307,-0.8775914833166701,-0.8351928032188846,-0.794454446433175,-0.12057789121957523,-1.2821890020673434,-0.8169077000660736,-0.24176772110202963,-1.0219327951049877,-0.75832835624968,0.16318740612523486,-0.21029711830014602,-0.932563244697341,0.6019481512572666,-2.3573165035954378,-2.206290752533668,-0.7526720969284765,-0.7027302693366689,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,-1.1804512630991322
129,RL,Pave,No alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,1966.0,RFn,TA,TA,Y,No Pool,No Fence,No feature,7,2006,WD,Normal,0.07241615062622181,0.32824521114179417,-0.2919856079540802,-0.06784706561198434,-0.5205606663543899,0.8958364386623722,0.15311752663009712,-0.2895216797439581,-0.9479610852182917,-0.9049940859332787,-1.302722196054505,0.7818883970084514,-0.12057789121957523,-0.3160412971523743,-0.8169077000660736,-0.24176772110202963,-1.0219327951049877,1.2314265170202758,0.16318740612523486,-0.21029711830014602,-0.31777484485370533,0.6019481512572666,0.3138793157852574,-0.0911658746649543,0.7460900002365264,0.9321433933841362,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,-0.3230792384048631
130,RL,Pave,No alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1958,1991,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,BLQ,GasA,TA,Y,FuseA,Ex,Typ,No Fireplace,2Types,1998.0,RFn,TA,TA,Y,No Pool,MnWw,No feature,7,2006,WD,Abnorml,-0.8720857330470169,0.32824521114179417,-0.15358855121311002,-0.7917153906339611,1.2757140705783565,-0.1035664019481984,0.27389862212895455,-0.1164442717124474,-0.3486971964171945,-0.11031861005163254,-0.2819496883634005,-0.794454446433175,-0.12057789121957523,-0.8770916376049647,-0.8169077000660736,3.934481842219934,-1.0219327951049877,1.2314265170202758,0.16318740612523486,-0.21029711830014602,-0.31777484485370533,-0.9521920043909432,0.3138793157852574,1.2955716280436727,-0.7526720969284765,0.5082872586046682,-0.3592388279951953,6.004339843938663,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,-0.38612129904414755
131,RL,Pave,No alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,1966.0,Fin,TA,TA,Y,No Pool,GdPrv,No feature,5,2006,WD,Normal,0.07241615062622181,0.8764938616911777,0.3694782713357338,0.6560212594099923,0.3775767021119833,1.1332636328405739,0.005984192113307154,-0.2895216797439581,-0.19944656750824197,-0.30213682836789196,0.14142415070441125,1.361560983332189,-0.12057789121957523,1.2225679415803228,-0.8169077000660736,-0.24176772110202963,0.7952540746221409,1.2314265170202758,1.3900523091703956,-0.21029711830014602,0.911801954833566,2.1560883069054766,0.3138793157852574,0.06758521992121848,0.08440247861580699,0.2963591912149342,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,0.5721180226729766
132,RL,Pave,No alley,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,2000.0,RFn,TA,TA,Y,No Pool,No Fence,No feature,7,2009,WD,Normal,0.07241615062622181,-1.6627630461164935,0.17173959879765932,-0.06784706561198434,-0.5205606663543899,-0.35203672143701426,0.5549891716535682,-0.2895216797439581,-0.611016483590505,-0.14685541354044387,-0.3624686393517574,1.5700598187292645,-0.12057789121957523,1.02667578881213,1.1104631500085165,-0.24176772110202963,0.7952540746221409,1.2314265170202758,0.16318740612523486,-0.21029711830014602,0.2970135549899303,0.6019481512572666,0.3138793157852574,-0.3853223146334509,-0.5613407653754974,0.02388024742813333,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,0.7990694409744008
133,RL,Pave,No alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,1959,2002,Gable,CompShg,MetalSd,MetalSd,No veneer,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,No Fireplace,Detchd,1974.0,Unf,TA,TA,Y,No Pool,No Fence,No feature,7,2007,WD,Normal,-0.8720857330470169,0.5013763639468627,-0.31219978399289144,-0.7917153906339611,0.3775767021119833,-0.572899227649295,-0.08185660461313463,-0.2895216797439581,0.20533922907815955,0.015276651941156351,0.4297339429530438,-0.794454446433175,-0.12057789121957523,-0.3559804739303553,1.1104631500085165,-0.24176772110202963,-1.0219327951049877,-0.75832835624968,0.16318740612523486,-0.21029711830014602,0.2970135549899303,-0.9521920043909432,0.3138793157852574,0.7072587481066793,-0.7526720969284765,-0.7027302693366689,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,-0.37666498994825487
134,RL,Pave,No alley,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,No Fireplace,Attchd,2001.0,Fin,TA,TA,Y,No Pool,No Fence,No feature,6,2009,WD,Normal,-0.8720857330470169,-1.6627630461164935,-0.36573732944221826,1.3798895844319692,-0.5205606663543899,0.1780332934724596,1.235755346283492,-0.2895216797439581,-0.6901645443755555,0.48112089642350064,0.34921499196468697,-0.794454446433175,-0.12057789121957523,-0.4149383063168987,1.1104631500085165,-0.24176772110202963,0.7952540746221409,-0.75832835624968,-1.0636774969199259,-0.21029711830014602,-0.31777484485370533,-0.9521920043909432,0.3138793157852574,-0.007121177531098118,0.7779785554953562,-0.3242872918550011,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,0.49646754990583525
135,RL,Pave,No alley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1968,1993,Gable,CompShg,Plywood,Plywood,No veneer,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Min1,TA,Attchd,1968.0,RFn,TA,TA,Y,No Pool,MnPrv,No feature,7,2006,WD,Normal,-0.8720857330470169,0.587941940349397,-0.01729296821874895,-0.7917153906339611,0.3775767021119833,-0.572899227649295,0.28048668188343767,-0.2895216797439581,0.7322391765900677,0.9241296387253378,1.4531038361599016,-0.794454446433175,-0.12057789121957523,0.3933545570470027,-0.8169077000660736,-0.24176772110202963,0.7952540746221409,1.2314265170202758,0.16318740612523486,-0.21029711830014602,0.2970135549899303,0.6019481512572666,0.3138793157852574,-0.15186482259496153,-0.7526720969284765,0.7504907641929356,2.58635490244731,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,-0.00786893520844065
136,RL,Pave,No alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,1970,1970,Hip,CompShg,Plywood,Plywood,BrkFace,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,1970.0,Unf,TA,TA,Y,No Pool,MnPrv,No feature,5,2008,WD,Normal,-0.8720857330470169,0.6456523246177531,-0.010788406622101761,0.6560212594099923,0.3775767021119833,1.0173108170791265,-0.9712446714683576,-0.2895216797439581,1.6661862938536645,0.5656122544913768,1.3518058010455172,-0.794454446433175,-0.12057789121957523,0.31918180017360936,-0.8169077000660736,-0.24176772110202963,0.7952540746221409,-0.75832835624968,0.16318740612523486,-0.21029711830014602,0.2970135549899303,0.6019481512572666,0.3138793157852574,0.2683586630743193,0.028597506912854762,-0.7027302693366689,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,-0.08351940797558204
137,RL,Pave,No alley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,1967.0,RFn,TA,TA,Y,No Pool,No Fence,No feature,7,2007,WD,Normal,-0.8720857330470169,-1.6627630461164935,-0.015291564650549814,-0.7917153906339611,-0.5205606663543899,0.5093270527908808,0.5549891716535682,-0.2895216797439581,-0.1089916408967556,0.36009273486681315,0.13622937967290435,-0.794454446433175,-0.12057789121957523,-0.5708912823071103,-0.8169077000660736,-0.24176772110202963,0.7952540746221409,-0.75832835624968,0.16318740612523486,-0.21029711830014602,-0.932563244697341,0.6019481512572666,-1.0217185939050903,-0.7215011031688756,-0.7526720969284765,0.9775565506819364,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,-0.4743801839391458
138,RL,Pave,No alley,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,1988,1989,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,No Fireplace,2Types,1989.0,Unf,TA,TA,Y,No Pool,No Fence,No feature,7,2006,WD,Family,0.7807925633811508,0.7033627088861092,0.05625861291256925,0.6560212594099923,-0.5205606663543899,-0.18638984177780368,-0.9712446714683576,-0.2895216797439581,3.029794312521821,1.9425930359759533,2.0712815889092218,-0.794454446433175,-0.12057789121957523,0.8459985605307875,-0.8169077000660736,-0.24176772110202963,2.6124409443492698,-0.75832835624968,2.616917212215556,4.344047936229884,1.5265903546772015,-0.9521920043909432,1.6494772254756052,1.3702780254959892,-0.7526720969284765,-0.7027302693366689,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,-0.12134464435915272
139,RL,Pave,No alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,1999.0,Fin,TA,TA,Y,No Pool,GdPrv,No feature,12,2008,WD,Normal,0.07241615062622181,0.4436659796785065,-0.14428202462098402,1.3798895844319692,-0.5205606663543899,1.194000822048951,0.49569663386322005,-0.2895216797439581,-0.5228229301443057,-0.11945281092383538,-0.4092215786353194,1.1484797559483644,-0.12057789121957523,0.64249894551917,-0.8169077000660736,-0.24176772110202963,0.7952540746221409,1.2314265170202758,0.16318740612523486,-0.21029711830014602,0.2970135549899303,2.1560883069054766,1.6494772254756052,0.8753481423743917,1.033086997565995,0.9018679551856027,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,0.6225516711844042
140,RL,Pave,No alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,1997,1997,Gable,CompShg,VinylSd,VinylSd,No veneer,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,No Fireplace,Attchd,1997.0,RFn,TA,TA,Y,No Pool,MnPrv,No feature,8,2009,WD,Normal,0.07241615062622181,0.21282444260508185,0.49216431006634076,-0.06784706561198434,-0.5205606663543899,-0.572899227649295,0.8316876813418598,-0.2895216797439581,-1.0406773849950652,-0.2930026274956891,-0.6066228778325813,1.1209854040278708,-0.12057789121957523,0.47513477616382094,1.1104631500085165,-0.24176772110202963,0.7952540746221409,1.2314265170202758,0.16318740612523486,-0.21029711830014602,0.2970135549899303,-0.9521920043909432,0.3138793157852574,-0.011790327371867906,1.447638215930783,0.7959039214907357,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,0.6414642893761896
141,RL,Pave,No alley,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,1971,1971,Gable,CompShg,HdBoard,HdBoard,No veneer,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Po,No Garage,No Garage,No Garage,No Garage,No Garage,Y,No Pool,No Fence,No feature,4,2010,ConLI,Normal,-0.8720857330470169,0.35710040327597226,-0.000781388781106089,-1.5155837156559377,-0.5205606663543899,-0.572899227649295,-0.022564066822786423,-0.2895216797439581,-0.30573110627673844,-0.4391498414509344,-0.7728555508408019,-0.794454446433175,-0.12057789121957523,-1.2365442286067938,-0.8169077000660736,-0.24176772110202963,-1.0219327951049877,-0.75832835624968,0.16318740612523486,-0.21029711830014602,-0.932563244697341,0.6019481512572666,-2.3573165035954378,-2.206290752533668,-0.7526720969284765,-0.7027302693366689,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,-0.827415723519139
142,RL,Pave,No alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2005,2005,Gable,CompShg,VinylSd,VinylSd,No veneer,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,No Fireplace,Attchd,2005.0,Fin,TA,TA,Y,No Pool,No Fence,No feature,1,2006,WD,Normal,-0.8720857330470169,0.587941940349397,0.11379896549829437,0.6560212594099923,-0.5205606663543899,-0.572899227649295,1.883581222141,-0.2895216797439581,-0.30120835994616413,1.5475388482531809,1.4868698478646964,-0.794454446433175,-0.12057789121957523,0.4180788093381338,1.1104631500085165,-0.24176772110202963,0.7952540746221409,-0.75832835624968,0.16318740612523486,-0.21029711830014602,0.2970135549899303,-0.9521920043909432,0.3138793157852574,0.8753481423743917,0.5228701134247175,-0.3394250109542678,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,1.000804035020111
143,RL,Pave,No alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,No veneer,TA,Fa,CBlock,TA,TA,No,Rec,Unf,GasA,Fa,Y,SBrkr,TA,Typ,No Fireplace,Detchd,2000.0,Unf,TA,TA,Y,No Pool,MnPrv,No feature,6,2010,WD,Normal,-0.16370932029208785,0.38595559541015034,-0.1989203420328204,-0.7917153906339611,-1.418698034820763,-0.572899227649295,0.1421374270392919,-0.2895216797439581,-0.3713109280700661,-0.33410653142060187,-0.6533758171161433,0.29386365041969204,-0.12057789121957523,-0.24567227140069348,-0.8169077000660736,-0.24176772110202963,0.7952540746221409,-0.75832835624968,1.3900523091703956,-0.21029711830014602,-0.31777484485370533,-0.9521920043909432,0.3138793157852574,1.155497132820579,-0.7526720969284765,-0.7027302693366689,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,-0.1843867049984372
144,RL,Pave,No alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,No Fireplace,Attchd,1999.0,RFn,TA,TA,Y,No Pool,No Fence,No feature,6,2009,WD,Normal,-0.8720857330470169,0.587941940349397,-0.01729296821874895,0.6560212594099923,-0.5205606663543899,0.4375467382718895,0.5198528529629916,-0.2895216797439581,0.551329323367095,0.9903525950488083,0.8816790226941434,-0.794454446433175,-0.12057789121957523,-0.025055866341369804,1.1104631500085165,-0.24176772110202963,0.7952540746221409,-0.75832835624968,0.16318740612523486,-0.21029711830014602,-0.31777484485370533,-0.9521920043909432,0.3138793157852574,0.4878087055904993,0.395315892389398,-0.26373641545793425,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,0.2947329558601249
145,RM,Pave,No alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,No Fireplace,Detchd,1963.0,Unf,TA,TA,Y,No Pool,No Fence,No feature,11,2006,ConLI,Abnorml,0.7807925633811508,0.35710040327597226,-0.1408796385550455,-0.7917153906339611,-0.5205606663543899,1.2823458245338635,1.9538538595221535,-0.2895216797439581,-0.38714054022707617,1.5338375469448766,1.4712855347701759,-0.794454446433175,-0.12057789121957523,0.40666761597299633,1.1104631500085165,-0.24176772110202963,0.7952540746221409,-0.75832835624968,3.843782115260717,4.344047936229884,2.1413787545208374,-0.9521920043909432,0.3138793157852574,0.14696076721430487,-0.7526720969284765,-0.7027302693366689,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,-0.70133160224057
146,RM,Pave,No alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,2004,2006,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Maj1,No Fireplace,Detchd,2004.0,Unf,TA,TA,Y,No Pool,No Fence,No feature,4,2006,WD,Normal,2.433670859809318,-0.9702384348962194,-0.7991412721357408,-0.06784706561198434,-0.5205606663543899,-0.2968210948839441,-0.9712446714683576,-0.2895216797439581,0.9108876566477533,-0.19709351833755942,-0.4975326861709366,0.8987393926705486,-0.12057789121957523,0.3705321703167278,-0.8169077000660736,-0.24176772110202963,0.7952540746221409,-0.75832835624968,0.16318740612523486,-0.21029711830014602,0.2970135549899303,-0.9521920043909432,0.3138793157852574,-0.4320138130411488,-0.7526720969284765,-0.09722150536600038,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,-0.6382895416012855
147,RM,Pave,No alley,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,1931,1993,Gable,CompShg,Wd Sdng,Wd Sdng,No veneer,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,GasA,TA,Y,FuseA,TA,Typ,No Fireplace,Detchd,1931.0,Unf,Fa,TA,Y,No Pool,No Fence,No feature,11,2009,WD,Normal,-0.6359602621287072,-0.1911482472734113,-0.43908877021671655,-0.7917153906339611,1.2757140705783565,-0.572899227649295,-0.5122765085726994,-0.2895216797439581,-0.13838949204548867,-0.7793988239404898,-0.744284310167514,-0.794454446433175,-0.12057789121957523,-1.2156237074373752,1.1104631500085165,-0.24176772110202963,-1.0219327951049877,-0.75832835624968,-1.0636774969199259,-0.21029711830014602,-0.932563244697341,-0.9521920043909432,-1.0217185939050903,-1.3658437811951063,-0.37000943382251833,-0.7027302693366689,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,-0.953499844797708
148,RL,Pave,No alley,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,2001.0,Fin,TA,TA,Y,No Pool,No Fence,No feature,5,2010,WD,Normal,0.07241615062622181,-1.6627630461164935,-0.10035121629901303,0.6560212594099923,-0.5205606663543899,0.42098205030596847,-0.9712446714683576,-0.2895216797439581,0.7164095644330576,-0.39347883708992026,-0.720907840525733,1.8427121419408248,-0.12057789121957523,0.9905403431558616,-0.8169077000660736,-0.24176772110202963,0.7952540746221409,1.2314265170202758,0.16318740612523486,-0.21029711830014602,0.911801954833566,0.6019481512572666,0.3138793157852574,-0.17987972163958024,0.395315892389398,0.02388024742813333,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,0.5279885802254775
149,RL,Pave,No alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,No Fireplace,No Garage,No Garage,No Garage,No Garage,No Garage,Y,No Pool,No Fence,No feature,4,2008,WD,Normal,-0.8720857330470169,0.1551140583367257,-0.3009919240109763,0.6560212594099923,-0.5205606663543899,0.08968829098754728,0.5220488728811525,-0.2895216797439581,-0.37809504756592754,0.05409700564801838,-0.21182027943805748,-0.794454446433175,-0.12057789121957523,-0.8257412674618463,1.1104631500085165,-0.24176772110202963,-1.0219327951049877,-0.75832835624968,0.16318740612523486,-0.21029711830014602,-0.31777484485370533,-0.9521920043909432,-2.3573165035954378,-2.206290752533668,-0.7526720969284765,-0.7027302693366689,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,-0.49959700819485964
